bathrooms,bedrooms,condition,date,floors,grade,id,lat,long,price,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated,zipcode
2.5,3,4,20150218T000000,1,7,7199340310,47.6968,-122.127,509250,1450,650,2100,2010,7600,7600,0,0,1980,0,98052
2.5,3,3,20141118T000000,2,8,8663260030,47.7188,-122.177,416000,1800,0,1800,1650,5372,6014,0,0,1987,0,98034
1,3,3,20140515T000000,1,7,9315100030,47.3364,-122.307,190000,1090,0,1090,1190,8520,8520,0,0,1967,0,98003
1.5,3,4,20150429T000000,1,7,2190601049,47.2881,-122.294,212000,1010,0,1010,2420,10000,34637,0,0,1973,0,98003
2.5,3,3,20141029T000000,2,8,9264930400,47.309,-122.349,325900,2040,0,2040,2350,9765,10150,0,0,1985,0,98023
3.5,3,3,20140801T000000,2,8,2490200055,47.5356,-122.384,560000,1880,390,2270,1760,4088,5425,0,0,1996,0,98136
2.5,3,4,20140924T000000,2,7,3830630140,47.3499,-122.177,275000,1730,0,1730,1710,5799,6490,0,0,1987,0,98030
2.5,4,3,20150309T000000,2,8,6385260160,47.5379,-122.16,665000,2480,0,2480,2940,15411,14679,2,0,1994,0,98059
3.5,4,3,20140601T000000,2,9,5701500030,47.5859,-122.291,1.505e+006,2580,900,3480,2380,7232,5642,0,0,1926,2010,98144
2,4,3,20141203T000000,1,7,0859000160,47.5252,-122.361,375000,970,750,1720,1160,2410,1404,0,0,1930,2006,98106
1.75,3,3,20140909T000000,1,7,0123039633,47.5137,-122.37,359950,1040,530,1570,1280,6975,7813,0,0,1979,0,98126
2.75,4,3,20150123T000000,2,7,3601200465,47.3823,-122.3,340000,3527,0,3527,2490,7200,7200,0,0,2005,0,98198
1,2,4,20141031T000000,1,7,0106000320,47.7019,-122.366,401000,840,0,840,1100,8100,8220,0,0,1948,0,98177
1.75,2,4,20140626T000000,1,6,7631200292,47.4504,-122.377,669000,1160,790,1950,1780,10766,11721,3,0,1952,0,98166
2.5,4,3,20150429T000000,2,8,2526059046,47.704,-122.101,638500,1980,0,1980,2310,6568,6496,0,0,2004,0,98052
1.5,2,5,20150323T000000,2,7,3416600111,47.6012,-122.291,545000,1170,450,1620,2130,3760,4000,0,0,1924,0,98144
1,4,3,20141226T000000,1,7,3205500160,47.7204,-122.18,524000,1260,720,1980,1570,7015,7626,0,0,1973,0,98034
3.75,5,3,20141108T000000,2,10,0824059331,47.5761,-122.205,1.61e+006,3530,0,3530,3340,13260,13260,0,0,2013,0,98040
1,2,3,20140909T000000,1,6,5347200060,47.5196,-122.376,280000,1100,160,1260,1260,4800,2435,0,0,1947,0,98126
2.5,4,4,20140825T000000,1,8,9323610260,47.556,-122.156,828000,1500,620,2120,3130,10841,10950,0,0,1979,0,98006
1.75,3,4,20141017T000000,1,7,8732160240,47.2983,-122.374,223000,1360,0,1360,1580,10573,8280,0,0,1984,0,98023
3.5,4,3,20150102T000000,2,9,9808640320,47.6512,-122.202,1.289e+006,2250,850,3100,2660,2261,2000,2,0,1981,0,98033
2,2,3,20150504T000000,1,7,1326069050,47.7388,-121.972,750000,2370,0,2370,1860,155130,14475,0,0,1970,0,98019
1,2,3,20150417T000000,1,7,1454100267,47.7195,-122.287,430000,1210,250,1460,1500,9207,6898,0,0,1947,0,98125
1.75,4,5,20140618T000000,1,6,5021900160,47.5768,-122.222,711000,990,990,1980,2180,10800,10800,0,0,1948,0,98040
2.5,4,3,20141204T000000,2,8,0818100030,47.3921,-122.163,310000,1930,0,1930,1990,7014,7920,0,0,1994,0,98042
1.75,5,3,20141226T000000,1,8,0393000045,47.5086,-122.258,415000,1850,1850,3700,2190,9140,6720,0,0,1957,0,98178
2.5,4,3,20140701T000000,2,7,8091411040,47.3491,-122.168,274900,1970,0,1970,1970,6600,7682,0,0,1987,0,98030
3,3,4,20140609T000000,2,8,5561200310,47.4661,-121.997,525000,2470,0,2470,2310,36445,35350,0,0,1980,0,98027
1,3,3,20141219T000000,1,7,3204500340,47.3313,-122.198,179500,1180,0,1180,2300,32214,13714,0,0,1952,0,98092
1,3,3,20140523T000000,1.5,8,9222400935,47.6727,-122.32,478000,1280,0,1280,1410,2580,3150,0,0,1910,2014,98115
1.75,3,3,20140521T000000,1,7,1796350570,47.369,-122.093,195000,990,390,1380,1660,7350,8400,0,0,1981,0,98042
3,4,3,20150305T000000,1,8,2473450200,47.4538,-122.125,385000,1670,1070,2740,2330,10925,9940,0,0,1980,0,98058
2.75,3,3,20141201T000000,1,7,1387300570,47.7399,-122.197,401000,1260,760,2020,2080,9505,11901,0,0,1969,0,98011
2.5,4,3,20140926T000000,2,8,8857640860,47.3878,-122.034,522000,2835,0,2835,2770,6598,6969,0,0,2002,0,98038
1.75,4,4,20150224T000000,1,7,5415000240,47.526,-121.809,330000,1520,0,1520,1600,14417,10716,0,0,1968,0,98065
2.5,3,3,20140603T000000,2,9,2591760070,47.7641,-122.306,503000,2190,0,2190,2190,4882,7055,0,0,1999,0,98155
1.75,5,4,20150212T000000,1,7,4131500140,47.3035,-122.307,175000,1680,0,1680,1800,8400,8550,0,0,1979,0,98003
3.5,4,3,20150320T000000,2,9,7203220370,47.6844,-122.016,963990,3915,0,3915,3830,6364,6507,0,0,2014,0,98053
2,5,4,20140929T000000,1,8,1651500060,47.6368,-122.218,845000,1720,0,1720,2700,9972,9023,0,0,1951,0,98004
1,2,3,20150122T000000,1,5,7883600700,47.5271,-122.326,157500,670,0,670,1210,4500,4500,0,0,1905,0,98108
3,2,3,20141205T000000,2,7,0567000755,47.5926,-122.296,450000,1400,390,1790,1460,1709,1462,0,0,2001,0,98144
1.75,4,3,20140918T000000,1,8,9294300615,47.6807,-122.267,925000,1420,1020,2440,2500,11793,8028,4,0,1950,0,98115
1,2,4,20150105T000000,1,7,3213200215,47.6726,-122.265,600000,920,0,920,1230,5029,5029,0,0,1938,0,98115
1,4,3,20140918T000000,1.5,7,9136101776,47.6667,-122.337,709000,1680,0,1680,1740,4087,3745,0,0,1911,0,98103
3.75,5,5,20141110T000000,2,10,5035300850,47.653,-122.415,1.385e+006,2190,1100,3290,2010,6480,7639,0,0,1938,0,98199
2.5,3,3,20140911T000000,1,7,3668001080,47.278,-122.145,248000,1220,900,2120,1820,6840,8200,0,0,1984,0,98092
1,3,4,20150511T000000,1,6,5540800100,47.6947,-122.346,245000,910,0,910,950,6630,5100,0,0,1912,0,98103
1,2,4,20140530T000000,1,6,3679401110,47.5619,-122.315,332000,1000,0,1000,1500,4776,4800,0,0,1942,0,98108
2.5,3,3,20150313T000000,2,7,7852130100,47.5362,-121.878,459950,2340,0,2340,2400,4273,4624,0,0,2002,0,98065
2,3,3,20150410T000000,2,8,9828200147,47.6168,-122.301,425000,1180,0,1180,1500,1800,1948,2,0,1994,0,98122
2.25,3,3,20140903T000000,1,8,0826069085,47.7506,-122.063,460000,1590,490,2080,2270,50965,51836,0,0,1979,0,98077
2.5,6,3,20140904T000000,1,9,6383900090,47.6976,-122.381,838300,2360,1400,3760,2300,12978,7362,0,0,1967,0,98117
2.5,3,5,20141111T000000,2,7,8100000090,47.3126,-122.023,256000,1480,0,1480,1350,7200,7200,0,0,1995,0,98010
2.75,3,3,20150120T000000,2,10,7805450750,47.5609,-122.106,864000,3060,0,3060,3060,13554,11455,0,0,1984,0,98006
3.5,4,3,20150305T000000,2,9,0148000705,47.5732,-122.411,900000,2030,1040,3070,1780,4440,4800,0,0,1922,2007,98116
1,3,3,20150401T000000,1,6,1432400490,47.4514,-122.178,145600,1170,0,1170,1170,7560,7560,0,0,1958,0,98058
3,5,5,20140821T000000,1,8,7974200820,47.6784,-122.285,865000,1830,1070,2900,2370,6730,6283,0,0,1977,0,98115
2.25,3,4,20140609T000000,2,8,8731951130,47.3085,-122.381,250250,2210,0,2210,1990,8000,8000,0,0,1969,0,98023
2,4,4,20140919T000000,1,5,7227801955,47.508,-122.183,162000,1440,0,1440,1440,7641,7750,0,0,1943,0,98056
1.75,4,3,20140731T000000,1,7,3558910490,47.7088,-122.202,450000,1430,550,1980,1870,7350,7920,0,0,1973,0,98034
2.75,4,2,20150325T000000,1,8,0324059112,47.5934,-122.154,675500,1460,600,2060,2060,21344,16088,0,0,1978,0,98005
2.25,3,5,20141103T000000,1.5,7,2710600025,47.6765,-122.285,697000,1640,780,2420,1560,5304,5304,0,0,1947,0,98115
3.25,3,3,20141111T000000,2,9,7582700100,47.6644,-122.28,1.32405e+006,2560,880,3440,3110,4080,4080,0,0,2005,0,98105
1.75,3,3,20141201T000000,1,8,3882300100,47.6601,-122.135,490000,1600,0,1600,1510,16510,10407,0,0,1984,0,98052
2.25,3,3,20141021T000000,1,8,3735900590,47.6891,-122.318,590000,1460,750,2210,1900,5742,4590,0,0,1951,0,98115
1.75,4,3,20150512T000000,1,8,5153200356,47.3303,-122.351,280000,1450,800,2250,1930,16000,16000,0,0,1957,0,98023
1,2,4,20140523T000000,1,7,7625702350,47.55,-122.388,515000,1140,540,1680,1610,6500,6500,0,0,1941,0,98136
1,3,4,20140714T000000,1,7,2755200090,47.6782,-122.306,576000,1010,130,1140,1700,5395,5376,0,0,1909,0,98115
1.75,3,3,20141120T000000,2,7,0626059317,47.7668,-122.218,375000,1430,0,1430,1900,10574,10450,0,0,1981,0,98011
1,3,4,20150320T000000,1,7,7199360090,47.6968,-122.124,478000,1000,440,1440,1540,7107,7140,0,0,1980,0,98052
1,3,5,20150128T000000,1,7,8651443480,47.3659,-122.092,282000,1030,640,1670,1620,5200,6696,0,0,1977,0,98042
4.5,4,3,20141031T000000,2,8,9359100750,47.5806,-122.244,1.4e+006,1940,1140,3080,2780,10550,10550,3,0,1976,2007,98040
3.25,5,3,20150210T000000,2,8,5561400740,47.4615,-122,593500,3220,1080,4300,2680,50405,41684,0,0,1972,0,98027
3.5,4,3,20141020T000000,2,9,1723099031,47.4775,-121.691,724950,3010,0,3010,2720,174240,247856,0,0,2004,0,98045
1.75,3,4,20140829T000000,1,8,7236500025,47.489,-122.18,306000,1560,0,1560,1600,7500,7904,0,0,1966,0,98056
1.75,4,4,20140609T000000,1,8,2473411080,47.4476,-122.128,341000,1500,420,1920,2100,7665,7344,0,0,1975,0,98058
2.5,3,3,20141103T000000,1,7,1773101335,47.553,-122.365,399950,1400,0,1400,1060,4400,4400,0,0,1930,2014,98106
2,5,3,20141120T000000,2,7,9126100850,47.6056,-122.305,534000,2280,0,2280,1740,3600,1800,0,0,1992,0,98122
2.5,6,3,20140721T000000,2,7,7202331220,47.6816,-122.038,635000,3880,0,3880,2620,5700,5070,0,0,2003,0,98053
1,2,3,20150324T000000,1,6,5511600245,47.6842,-122.344,350000,950,400,1350,1670,3880,3920,0,0,1927,0,98103
1.5,3,3,20150217T000000,1.5,7,1344300090,47.623,-122.304,856000,1480,0,1480,1970,2700,4200,0,0,1928,0,98112
3,4,3,20140923T000000,3,8,9828702812,47.6182,-122.302,582000,1427,243,1670,1700,1189,1401,0,0,2000,0,98122
2.5,4,3,20140729T000000,2,9,3825310820,47.7067,-122.129,799000,3400,0,3400,2970,6742,6909,0,0,2004,0,98052
2.5,3,3,20140908T000000,2,8,7852040110,47.5348,-121.877,423700,2070,0,2070,2090,3986,3986,0,0,1999,0,98065
3.5,4,3,20150127T000000,2,12,6752500090,47.5447,-122.124,1.835e+006,4870,0,4870,5000,39190,33880,0,0,1995,0,98006
2,3,3,20140813T000000,1,7,3222079162,47.3565,-121.94,322000,1160,600,1760,1760,43575,46038,0,0,1988,0,98010
3.25,4,3,20141105T000000,2,9,1025069192,47.6617,-122.026,929000,4030,0,4030,3470,57499,57499,0,0,2002,0,98053
1,2,3,20141201T000000,1,7,5101404608,47.6971,-122.315,443000,880,250,1130,1250,5413,5413,0,0,1939,0,98115
1.75,3,3,20150424T000000,1,7,9477100490,47.7283,-122.194,441500,1510,0,1510,1440,7700,7416,0,0,1968,0,98034
3.5,4,4,20140708T000000,2,8,0324069015,47.592,-122.018,875000,3110,0,3110,2340,108464,4938,2,0,1979,0,98075
3.25,3,3,20141118T000000,2,10,4114601570,47.5925,-122.287,3.6e+006,3420,1600,5020,3680,12431,12620,4,1,1941,2002,98144
1,2,4,20150427T000000,1,7,7920100025,47.6787,-122.301,450000,740,0,740,920,5100,5100,0,0,1947,0,98115
2.25,3,3,20140908T000000,1,7,3275730110,47.7176,-122.236,425000,1100,530,1630,1640,10500,9794,0,0,1974,0,98034
1.75,4,4,20140601T000000,2,10,7504030090,47.6348,-122.06,660000,2780,0,2780,2600,9900,12000,0,0,1978,0,98074
1.75,3,4,20140616T000000,1,7,8813400405,47.664,-122.287,763101,1100,890,1990,1460,5560,3706,0,0,1939,0,98105
2.75,4,3,20150407T000000,2,9,1313300300,47.7353,-121.962,499000,2250,0,2250,2450,14149,14027,0,0,1992,0,98019
1.75,3,4,20150303T000000,1,8,8121610110,47.6608,-122.035,521000,1350,370,1720,2740,37363,40635,0,0,1974,0,98053
1,2,5,20140529T000000,1,6,1820069019,47.228,-122.088,302000,900,0,900,1810,423838,94960,2,0,1925,0,98022
2.25,4,3,20150408T000000,2,7,9406450090,47.3882,-122.053,293000,2360,0,2360,2144,6260,6773,0,0,1998,0,98038
2.25,3,3,20140712T000000,2,7,2619950490,47.7342,-121.968,335000,1530,0,1530,2110,4580,4094,0,0,2011,0,98019
1,2,3,20141215T000000,2,7,1646500785,47.6853,-122.356,499000,1450,0,1450,1450,3090,4635,0,0,1919,1987,98103
1.75,3,3,20150505T000000,1.5,7,1868901690,47.6756,-122.299,600000,1780,260,2040,1690,5000,5000,0,0,1924,0,98115
1.75,4,4,20140916T000000,1.5,9,9542400025,47.5975,-122.174,720000,2620,0,2620,2230,11041,11041,0,0,1962,0,98005
2,2,3,20150225T000000,2,6,2781270090,47.3501,-122.02,195000,1180,0,1180,1310,2553,2687,0,0,2005,0,98038
1,3,3,20140507T000000,1,7,1665400165,47.4718,-122.342,249000,1110,0,1110,1140,8423,9083,0,0,1952,0,98166
2.25,3,3,20150202T000000,2,7,1326069191,47.7347,-121.976,334000,1840,0,1840,1490,9781,10101,0,0,1989,0,98019
1.75,4,3,20141107T000000,1,8,0381000110,47.6788,-122.283,599950,1510,1210,2720,2120,7810,7315,0,0,1952,0,98115
1.75,2,4,20150217T000000,1,8,3530530110,47.3782,-122.319,149900,1090,0,1090,1360,1950,3426,0,0,1982,0,98198
1.75,4,3,20141125T000000,1,7,5210200107,47.6982,-122.282,700000,1250,480,1730,1910,6500,8100,0,0,1945,0,98115
1.5,4,4,20140807T000000,1,6,1574100025,47.5495,-122.232,525000,1170,0,1170,2380,6240,8846,0,0,1960,0,98040
3.75,4,4,20140708T000000,2,10,2523069192,47.4449,-121.979,1.049e+006,4740,0,4740,3060,126759,118047,0,0,1991,0,98027
2.5,3,4,20140508T000000,1,7,6706600090,47.7249,-122.178,402000,1290,670,1960,1960,8000,8000,0,0,1977,0,98034
2,3,3,20140620T000000,1,7,1994200031,47.6874,-122.336,450000,980,450,1430,1450,3480,4650,0,0,1947,0,98103
2.25,3,3,20141203T000000,2,8,2523069156,47.4545,-121.988,520000,2510,0,2510,2470,43995,48351,0,0,1981,0,98027
1.75,3,5,20141204T000000,1,7,5029450850,47.2873,-122.367,205000,820,600,1420,1470,6980,7319,0,0,1980,0,98023
2.25,3,3,20140902T000000,1,9,2723069147,47.4487,-122.033,635000,2680,0,2680,3170,175982,215186,0,0,2004,0,98038
1,3,5,20150304T000000,1,7,3750605349,47.2622,-122.282,210500,1220,0,1220,1310,9600,9600,0,0,1958,0,98001
1,2,3,20140812T000000,1,6,9285800735,47.5698,-122.377,406650,1070,0,1070,1770,6100,5695,0,0,1940,0,98126
1.75,3,4,20150408T000000,1,7,7574000100,47.3299,-122.046,350000,1580,0,1580,1860,19998,19998,0,0,1968,0,98010
1.75,4,3,20150423T000000,1,7,9212900100,47.6872,-122.296,425000,930,890,1820,1590,6000,6000,0,0,1942,0,98115
3.5,3,3,20140605T000000,2,10,8651611130,47.6336,-122.063,798000,3590,0,3590,3230,6402,7305,0,0,1999,0,98074
1,3,2,20141201T000000,2,5,0423059184,47.505,-122.171,180000,1960,0,1960,1850,9583,8324,0,0,1908,0,98056
3.25,5,5,20140602T000000,2,8,5451200600,47.5373,-122.224,1.25e+006,3160,0,3160,2360,13238,12042,0,0,1972,0,98040
2,4,4,20150303T000000,2,7,6300000378,47.7056,-122.342,435000,1630,400,2030,1350,4033,1340,0,0,1925,0,98133
1.5,3,3,20141126T000000,1,7,2570300090,47.7167,-122.202,355000,1240,0,1240,1570,15867,9600,0,0,1962,0,98034
3.25,5,3,20150202T000000,2,10,9808100100,47.6499,-122.216,3e+006,3850,1520,5370,2410,14091,12047,0,0,1918,2008,98004
2.5,5,5,20140724T000000,2,9,4019300906,47.7565,-122.284,685000,2670,0,2670,1810,14455,14455,0,0,1958,0,98155
1,3,4,20140725T000000,1,7,1023059223,47.4941,-122.151,311000,1640,0,1640,1680,12060,9147,0,0,1960,0,98059
2.25,4,4,20140911T000000,1,7,9320700090,47.4119,-122.211,305000,2130,0,2130,1710,9600,9600,0,0,1966,0,98031
2.5,3,4,20140725T000000,1.5,7,5700002460,47.5758,-122.287,675000,1850,700,2550,1700,4954,4954,0,0,1924,0,98144
2.75,4,4,20140829T000000,1,8,7598100735,47.566,-122.225,769000,1850,1780,3630,3380,15405,11184,2,0,1968,0,98040
1.5,3,5,20140805T000000,1.5,7,2202500110,47.5732,-122.136,430000,1690,0,1690,1570,9708,9858,0,0,1954,0,98006
2,6,4,20140923T000000,1.5,7,0726059395,47.7589,-122.216,516250,2390,0,2390,2250,8660,12942,0,0,1925,0,98011
3.5,3,5,20141212T000000,1,7,1455600015,47.7288,-122.284,760000,1340,1010,2350,2580,10739,11026,2,0,1940,0,98125
3.5,3,3,20141007T000000,2,8,9528101224,47.6827,-122.324,579950,1180,240,1420,1494,1217,1264,0,0,2003,0,98115
2.25,3,4,20150211T000000,1,8,6713100031,47.7604,-122.356,476000,1170,400,1570,1660,7187,8775,0,0,1980,0,98133
1.75,3,4,20140612T000000,1,7,8677900123,47.7202,-122.249,510000,1600,0,1600,2010,19200,14850,0,0,1967,0,98034
1,2,3,20140508T000000,1,6,4302201130,47.5267,-122.36,205000,720,0,720,1357,5040,5120,0,0,1955,0,98106
1,3,3,20141007T000000,1,7,1310800090,47.3616,-122.286,240000,1470,0,1470,1720,7350,8050,0,0,1969,0,98032
3.5,5,3,20140902T000000,2,10,6117502727,47.4384,-122.347,738000,1970,820,2790,2980,16952,17281,2,0,1991,0,98166
1.75,3,5,20140728T000000,1,6,9324800110,47.7336,-122.29,420000,860,860,1720,1440,8102,8106,0,0,1940,0,98125
1.75,3,4,20141114T000000,1,7,8965000110,47.6388,-122.103,455000,1300,0,1300,2070,9600,9775,0,0,1969,0,98052
1,4,5,20140915T000000,1.5,8,5700001055,47.5785,-122.292,765000,1820,700,2520,2350,5500,5000,0,0,1912,0,98144
1.5,4,4,20141205T000000,1.5,7,0049500090,47.5142,-122.163,372000,1780,0,1780,1350,7914,8069,0,0,1962,0,98059
1,3,2,20141204T000000,1,6,3812400657,47.5414,-122.281,160000,1200,0,1200,1570,8360,6823,0,0,1948,0,98118
2.5,4,3,20140815T000000,2,9,2725069162,47.6292,-122.024,772000,2990,0,2990,2990,9643,8666,0,0,2003,0,98074
1.75,5,4,20141111T000000,2,9,4232400110,47.6249,-122.311,1.125e+006,1910,0,1910,2050,5640,5400,0,0,1906,0,98112
1,3,3,20140524T000000,1.5,7,9521100586,47.6619,-122.351,479000,1370,0,1370,1510,3000,2151,0,0,1924,0,98103
2.5,3,3,20150505T000000,2,8,7215721570,47.5989,-122.016,570000,1910,0,1910,1910,4941,4941,0,0,1999,0,98075
1,4,3,20140710T000000,1.5,6,3834000805,47.7281,-122.289,350000,1170,0,1170,1260,8147,8147,0,0,1959,0,98125
2.5,3,3,20141101T000000,3,8,2274000026,47.6978,-122.318,353000,1250,0,1250,1330,864,2298,0,0,2004,0,98115
2.5,5,3,20140801T000000,2,10,5103300090,47.4565,-122.066,699000,3340,0,3340,3420,24755,23274,0,0,2002,0,98038
2,3,4,20140730T000000,2,7,9558200025,47.4374,-122.335,265000,1380,0,1380,1260,8536,8750,0,0,1955,0,98148
1,1,3,20150430T000000,1.5,6,8649401270,47.713,-121.315,167000,780,0,780,930,10235,10165,0,0,1989,0,98014
2.25,4,3,20141020T000000,1,8,0686200740,47.6264,-122.113,500000,1390,690,2080,1800,8000,7700,0,0,1964,0,98008
1,3,4,20140709T000000,2,6,7658600025,47.5924,-122.302,700000,1410,0,1410,1640,7200,7200,0,0,1901,0,98144
1,1,3,20141104T000000,1,6,3702900165,47.5579,-122.395,295000,520,0,520,1030,5600,5265,0,0,1918,0,98116
3.5,4,3,20150311T000000,2,9,7977201240,47.6834,-122.292,1.01e+006,2590,910,3500,2430,4080,5100,2,0,2004,0,98115
1,2,5,20150508T000000,1,6,8651410090,47.3644,-122.082,209000,840,0,840,920,5265,5100,0,0,1969,0,98042
1.75,3,4,20150128T000000,1,7,3750603732,47.2635,-122.284,276000,1440,800,2240,1740,9200,9600,0,0,1968,0,98001
2.5,4,3,20150122T000000,2,8,1023059429,47.4956,-122.163,380000,2100,0,2100,2090,5857,7779,0,0,2002,0,98059
1.5,3,3,20140606T000000,1,7,2412100025,47.5666,-121.902,315000,1150,600,1750,1680,12500,13000,0,0,1954,0,98024
2.5,4,3,20150310T000000,2,9,0203600600,47.6618,-121.962,685530,3130,0,3130,2780,60467,44224,0,0,1996,0,98014
2,3,4,20140626T000000,1,7,2021069059,47.2973,-122.08,254600,1470,0,1470,1390,20000,30056,0,0,1968,0,98002
2,3,4,20140603T000000,1,6,7227501645,47.4947,-122.185,230000,720,720,1440,1120,5600,5700,0,0,1942,2007,98056
3,3,3,20140717T000000,3,8,4310702787,47.6971,-122.34,335000,1430,0,1430,1020,1249,1112,0,0,2003,0,98103
2.5,4,3,20140603T000000,1,7,1494300110,47.6789,-122.116,550000,1460,710,2170,1940,9600,8400,0,0,1980,0,98052
1,3,4,20141226T000000,1.5,7,1950900245,47.374,-122.296,123300,1150,0,1150,1360,8050,8050,0,0,1956,0,98032
2.75,4,3,20140902T000000,1.5,7,3512100110,47.3741,-122.189,275436,2170,0,2170,1490,9658,9731,0,0,1966,0,98030
3.5,4,3,20140525T000000,1.5,7,8732750100,47.4355,-122.272,325000,1640,990,2630,1920,3435,2435,3,0,1984,0,98188
2.5,4,3,20140725T000000,2,9,1332000110,47.6507,-122.004,635000,2490,0,2490,3170,40608,45441,0,0,1997,0,98053
1.75,3,4,20150423T000000,1,7,2768100690,47.6689,-122.37,513000,1110,600,1710,920,5000,5000,0,0,1944,0,98107
2.5,4,3,20140708T000000,1,8,7525410090,47.5748,-122.031,580000,1490,640,2130,3030,35752,34000,0,0,1980,0,98075
1,3,3,20150429T000000,1,7,9558800025,47.4353,-122.335,225000,940,0,940,1270,9272,9375,0,0,1954,0,98148
1,3,3,20140922T000000,1,7,2788400315,47.5119,-122.321,265000,1060,340,1400,1570,9460,7700,0,0,1961,0,98168
1.75,4,3,20141014T000000,1,7,7128300855,47.5961,-122.305,313000,930,700,1630,1630,3000,3000,0,0,1978,0,98144
1,2,3,20150414T000000,1,7,7655900038,47.7344,-122.336,296000,1370,0,1370,1330,8400,8396,0,0,1948,0,98133
2.75,4,3,20141020T000000,1,8,7923500090,47.5929,-122.133,655500,1680,700,2380,1950,15800,11751,0,0,1957,2001,98007
1.75,5,4,20141210T000000,1,8,3339900096,47.3167,-122.214,250750,2140,0,2140,1640,12058,10125,0,0,1951,0,98002
2.5,4,3,20140904T000000,2,8,5214500690,47.4893,-122.138,438000,1970,0,1970,2590,8545,7200,0,0,2004,0,98059
2.75,3,4,20140801T000000,2,8,4045900147,47.7596,-122.117,590000,1980,570,2550,2180,54014,21600,0,0,1967,0,98072
1,3,4,20141006T000000,1,7,6450302900,47.7309,-122.336,329500,1080,0,1080,1100,5250,5250,0,0,1947,0,98133
2.25,3,3,20150316T000000,2,10,2597460090,47.5522,-122.144,1.195e+006,2110,960,3070,3130,9645,9450,0,0,1987,0,98006
1,2,3,20150320T000000,1,6,2770601595,47.6527,-122.386,415000,900,570,1470,1670,6000,6000,0,0,1944,0,98199
2.5,4,3,20140922T000000,2,10,4188000490,47.7204,-122.115,900000,3620,0,3620,2950,42580,33167,0,0,1984,0,98052
1.5,3,3,20150504T000000,1,7,1324079085,47.5602,-121.86,378000,1050,0,1050,1460,57499,42688,0,0,1975,0,98024
1,2,5,20140812T000000,1,6,1720069006,47.2221,-122.059,474000,1050,0,1050,1760,403365,108900,3,0,1905,0,98022
1,3,3,20140619T000000,2,7,1947300115,47.6049,-122.288,464000,1320,0,1320,1660,3625,5438,0,0,1900,0,98122
1,3,4,20141208T000000,1,7,5490700100,47.7693,-122.32,310000,1210,0,1210,1210,7649,6760,0,0,1956,0,98155
1.5,3,5,20140918T000000,2,7,7278100690,47.7716,-122.392,580000,1860,0,1860,1670,7190,5525,1,0,1952,0,98177
2.75,3,4,20141119T000000,1,8,2322029048,47.3782,-122.514,999000,1830,1000,2830,2120,505166,21988,3,1,1962,0,98070
1,2,5,20150317T000000,1,6,6821102100,47.6493,-122.398,510000,810,0,810,1920,6480,6000,0,0,1942,0,98199
1.5,3,3,20140506T000000,1,7,3176100110,47.6725,-122.272,650000,1160,470,1630,2320,7475,7475,1,0,1940,0,98115
1,3,4,20140912T000000,1,7,2188200785,47.2707,-122.34,196000,880,0,880,880,19600,10500,0,0,1978,0,98023
1.75,4,3,20140822T000000,1,6,1446801030,47.4943,-122.331,220000,1010,650,1660,1670,11664,9975,0,0,1952,0,98168
2.25,3,3,20141008T000000,2,10,8965520100,47.5647,-122.108,855000,3440,0,3440,3170,10628,11434,2,0,1985,0,98006
1.75,3,4,20140829T000000,1,8,3649100586,47.7344,-122.246,483000,1440,670,2110,1990,10454,10890,0,0,1978,0,98028
1,3,3,20150407T000000,1,7,7283900153,47.7703,-122.35,400000,1060,0,1060,1550,12000,10500,0,0,1952,0,98133
2.5,3,3,20140702T000000,2,8,1036100100,47.7433,-122.194,435000,1900,0,1900,2650,7984,9352,0,0,1993,0,98011
